t	u	v	x	y
207.065	0.0205178	0.0819807	0.0819807	0.0819807
207.282	0.0210886	0.0834006	0.0834006	0.0834006
207.516	0.0148807	0.0849011	0.0849011	0.0849011
207.724	0.00453076	0.0861754	0.0861754	0.0861754
207.932	-0.00883369	0.0873599	0.0873599	0.0873599
208.159	-0.0255076	0.0885303	0.0885303	0.0885303
208.387	-0.0433487	0.0895587	0.0895587	0.0895587
208.724	-0.070649	0.0908106	0.0908106	0.0908106
209.172	-0.106559	0.0919598	0.0919598	0.0919598
209.619	-0.140658	0.0925429	0.0925429	0.0925429
210.442	-0.195293	0.0922791	0.0922791	0.0922791
211.265	-0.236983	0.0905813	0.0905813	0.0905813
212.107	-0.264376	0.0877922	0.0877922	0.0877922
212.969	-0.276468	0.0843251	0.0843251	0.0843251
213.755	-0.274161	0.0810341	0.0810341	0.0810341
214.465	-0.262066	0.0782516	0.0782516	0.0782516
215.175	-0.241265	0.0758909	0.0758909	0.0758909
216.226	-0.195899	0.0736204	0.0736204	0.0736204
217.277	-0.134254	0.0733782	0.0733782	0.0733782
218.654	-0.0301578	0.0771289	0.0771289	0.0771289
219.043	0.00281986	0.0791737	0.0791737	0.0791737
219.156	0.0124859	0.0798594	0.0798594	0.0798594
219.27	0.0219747	0.0805842	0.0805842	0.0805842
219.481	0.0384486	0.0820316	0.0820316	0.0820316
219.692	0.0511706	0.0835919	0.0835919	0.0835919
219.921	0.055354	0.0853591	0.0853591	0.0853591
220.116	0.0482679	0.0868524	0.0868524	0.0868524
220.311	0.034697	0.0882702	0.0882702	0.0882702
220.507	0.0183311	0.089581	0.089581	0.089581
220.684	0.00243241	0.09067	0.09067	0.09067
220.758	-0.00436536	0.091096	0.091096	0.091096
220.833	-0.0112106	0.0915038	0.0915038	0.0915038
220.993	-0.0260117	0.092319	0.092319	0.092319
221.239	-0.0486629	0.0934047	0.0934047	0.0934047
221.57	-0.0785706	0.0945527	0.0945527	0.0945527
221.986	-0.114499	0.0955011	0.0955011	0.0955011
222.402	-0.1479	0.0959293	0.0959293	0.0959293
223.185	-0.201934	0.0954819	0.0954819	0.0954819
223.967	-0.242879	0.093692	0.093692	0.093692
224.79	-0.270748	0.0907858	0.0907858	0.0907858
225.653	-0.283409	0.0871044	0.0871044	0.0871044
226.432	-0.281199	0.0836474	0.0836474	0.0836474
227.126	-0.269282	0.0807494	0.0807494	0.0807494
227.819	-0.248782	0.0782582	0.0782582	0.0782582
228.814	-0.205719	0.0758036	0.0758036	0.0758036
229.808	-0.147406	0.0751658	0.0751658	0.0751658
231.098	-0.048686	0.077941	0.077941	0.077941
231.574	-0.00482056	0.0802174	0.0802174	0.0802174
232.05	0.0444067	0.0832889	0.0832889	0.0832889
232.193	0.0608682	0.0843813	0.0843813	0.0843813
232.336	0.0791677	0.0855626	0.0855626	0.0855626
232.429	0.0939816	0.0863855	0.0863855	0.0863855
