t	u	v	x	y
23.2713	-0.00473712	-0.097141	-0.097141	-0.097141
23.3219	-0.00059483	-0.095691	-0.095691	-0.095691
23.3725	0.00349017	-0.094137	-0.094137	-0.094137
23.4231	0.00749873	-0.0924807	-0.0924807	-0.0924807
23.4737	0.0114106	-0.0907244	-0.0907244	-0.0907244
23.5908	0.0199957	-0.086291	-0.086291	-0.086291
23.7078	0.0277471	-0.0813784	-0.0813784	-0.0813784
23.8249	0.0344824	-0.0760404	-0.0760404	-0.0760404
23.942	0.0402082	-0.0703365	-0.0703365	-0.0703365
24.0591	0.0450696	-0.0643227	-0.0643227	-0.0643227
24.1903	0.0498524	-0.057263	-0.057263	-0.057263
24.3216	0.054203	-0.0499061	-0.0499061	-0.0499061
24.4306	0.0572745	-0.0435997	-0.0435997	-0.0435997
24.5395	0.0594683	-0.0371489	-0.0371489	-0.0371489
24.621	0.0607766	-0.0322534	-0.0322534	-0.0322534
24.6851	0.0623961	-0.0283552	-0.0283552	-0.0283552
24.7492	0.0654418	-0.0243845	-0.0243845	-0.0243845
24.7685	0.0667597	-0.0231725	-0.0231725	-0.0231725
24.7877	0.0682879	-0.0219465	-0.0219465	-0.0219465
24.8069	0.0700084	-0.0207048	-0.0207048	-0.0207048
24.8262	0.0718757	-0.0194457	-0.0194457	-0.0194457
24.8454	0.0737932	-0.0181684	-0.0181684	-0.0181684
24.8704	0.0758255	-0.0164805	-0.0164805	-0.0164805
24.8886	0.0761884	-0.0152459	-0.0152459	-0.0152459
24.9034	0.0747381	-0.0142418	-0.0142418	-0.0142418
24.9182	0.0703487	-0.0132588	-0.0132588	-0.0132588
24.933	0.0620386	-0.0123221	-0.0123221	-0.0123221
24.9423	0.0550243	-0.0117746	-0.0117746	-0.0117746
24.9499	0.0488341	-0.0113475	-0.0113475	-0.0113475
24.9575	0.0430569	-0.0109435	-0.0109435	-0.0109435
24.9651	0.0383212	-0.0105598	-0.0105598	-0.0105598
24.9728	0.0349654	-0.0101918	-0.0101918	-0.0101918
24.9804	0.0330288	-0.00983403	-0.00983403	-0.00983403
24.9914	0.0324273	-0.00932566	-0.00932566	-0.00932566
24.9994	0.0331942	-0.00895312	-0.00895312	-0.00895312
25.0075	0.0347008	-0.00857576	-0.00857576	-0.00857576
25.0155	0.0368	-0.00819113	-0.00819113	-0.00819113
25.0235	0.0394048	-0.00779711	-0.00779711	-0.00779711
25.0316	0.0424631	-0.00739175	-0.00739175	-0.00739175
25.0396	0.0459649	-0.0069732	-0.0069732	-0.0069732
25.0546	0.0539001	-0.00615103	-0.00615103	-0.00615103
25.0695	0.064791	-0.00525891	-0.00525891	-0.00525891
25.0792	0.0749313	-0.00463135	-0.00463135	-0.00463135
25.0863	0.0856791	-0.0041333	-0.0041333	-0.0041333
25.0918	0.0978265	-0.00371752	-0.00371752	-0.00371752
25.0962	0.111984	-0.00336195	-0.00336195	-0.00336195
25.0996	0.128821	-0.00305124	-0.00305124	-0.00305124
25.1024	0.149169	-0.0027734	-0.0027734	-0.0027734
25.1047	0.1741	-0.00251883	-0.00251883	-0.00251883
25.107	0.212944	-0.00222809	-0.00222809	-0.00222809
25.1087	0.256905	-0.00198244	-0.00198244	-0.00198244
25.1104	0.325542	-0.00169046	-0.00169046	-0.00169046
25.112	0.437232	-0.00132438	-0.00132438	-0.00132438
25.1133	0.561313	-0.000974937	-0.000974937	-0.000974937
25.1141	0.664164	-0.000689336	-0.000689336	-0.000689336
25.1148	0.749204	-0.000430356	-0.000430356	-0.000430356
25.1155	0.827206	-0.000143506	-0.000143506	-0.000143506
25.1162	0.889975	0.000167475	0.000167475	0.000167475
25.1168	0.934032	0.000496797	0.000496797	0.000496797
25.1175	0.961937	0.000838405	0.000838405	0.000838405
25.1182	0.978101	0.00118736	0.00118736	0.00118736
25.1191	0.988703	0.00163487	0.00163487	0.00163487
25.1199	0.993532	0.00208532	0.00208532	0.00208532
25.1208	0.995718	0.00253698	0.00253698	0.00253698
25.1216	0.996688	0.0029892	0.0029892	0.0029892
25.1225	0.997213	0.00344174	0.00344174	0.00344174
25.1239	0.997085	0.0041879	0.0041879	0.0041879
25.1253	0.996472	0.00493382	0.00493382	0.00493382
25.1267	0.995734	0.00567923	0.00567923	0.00567923
25.1281	0.994995	0.00642408	0.00642408	0.00642408
25.1295	0.99426	0.00716841	0.00716841	0.00716841
25.1405	0.988444	0.0129134	0.0129134	0.0129134
25.1514	0.982527	0.0186262	0.0186262	0.0186262
25.1623	0.976485	0.0243064	0.0243064	0.0243064
25.1733	0.970319	0.0299533	0.0299533	0.0299533
25.2319	0.934768	0.0596486	0.0596486	0.0596486
25.2906	0.893712	0.088212	0.088212	0.088212
25.3493	0.842581	0.115411	0.115411	0.115411
25.3669	0.823486	0.12327	0.12327	0.12327
25.3845	0.801705	0.130948	0.130948	0.130948
25.4021	0.775945	0.138415	0.138415	0.138415
25.4197	0.741948	0.145616	0.145616	0.145616
25.4249	0.728965	0.147716	0.147716	0.147716
25.4302	0.713338	0.149778	0.149778	0.149778
25.4355	0.693689	0.151793	0.151793	0.151793
25.4408	0.666552	0.153745	0.153745	0.153745
25.4439	0.644359	0.154862	0.154862	0.154862
25.4464	0.620586	0.155719	0.155719	0.155719
25.4483	0.595517	0.156367	0.156367	0.156367
25.4499	0.568945	0.156864	0.156864	0.156864
25.4511	0.54057	0.157251	0.157251	0.157251
25.4522	0.510115	0.157558	0.157558	0.157558
25.4532	0.470331	0.157846	0.157846	0.157846
25.454	0.433822	0.158039	0.158039	0.158039
25.4548	0.388152	0.158217	0.158217	0.158217
25.4554	0.343589	0.158345	0.158345	0.158345
25.456	0.290163	0.158458	0.158458	0.158458
25.4566	0.226912	0.158554	0.158554	0.158554
25.4572	0.154119	0.158629	0.158629	0.158629
25.4575	0.105814	0.158664	0.158664	0.158664
25.4578	0.0715156	0.158683	0.158683	0.158683
25.458	0.0442803	0.158694	0.158694	0.158694
